system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,class,random,.geo
1_1_2_00000000000000000020_0,0.2371,0.1989,0.1868,0.189,0.196,0.1924,0.10407453,-0.009268799,0,0.5843539407929327,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872251245088808,46.68549023145574]}"
1_2_1_0000000000000000004b_0,0.1792,0.0767,0.019,0.0465,0.0205,0.4389,-0.42015857,0.91075313,1,0.6827169645513125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866681690327267,46.700671759757356]}"
1_2_1_0000000000000000004c_0,0.1762,0.0796,0.0211,0.0518,0.0221,0.3838,-0.37071428,0.8911062,1,0.347497493159759,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86497489128744,46.69824630849023]}"
1_2_1_0000000000000000004d_0,0.1899,0.0878,0.0197,0.0465,0.024,0.3803,-0.33391792,0.88127625,1,0.5922640031230665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868568152423919,46.696898835564056]}"
1_2_1_0000000000000000004e_0,0.1891,0.0861,0.0165,0.0376,0.0185,0.3536,-0.30311406,0.9005644,1,0.19991124962462514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867490174082975,46.69285641678552]}"
1_2_1_0000000000000000004f_0,0.1618,0.0712,0.0157,0.0372,0.0179,0.3586,-0.37817064,0.90491366,1,0.060959711761972124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867939331725035,46.69537169958105]}"
1_2_1_00000000000000000050_0,0.159,0.0775,0.0222,0.0422,0.0285,0.2872,-0.28731513,0.8194488,1,0.5762687526960992,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862010450849846,46.69833614001865]}"
1_2_1_00000000000000000051_0,0.1635,0.0669,0.022,0.0481,0.0244,0.493,-0.5019041,0.90568227,1,0.22411684689996292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884198838367598,46.69132928080251]}"
1_2_1_00000000000000000053_0,0.1836,0.0858,0.0233,0.0514,0.0284,0.3653,-0.3310257,0.85572773,1,0.07262038239964486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880695408759532,46.689981807876336]}"
1_2_1_00000000000000000054_0,0.222,0.1045,0.0317,0.071,0.0318,0.4263,-0.31513187,0.8611657,1,0.6870535818722698,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887881931032489,46.6867478728535]}"
1_2_1_00000000000000000055_0,0.2236,0.1051,0.0305,0.0727,0.0448,0.4095,-0.2936345,0.8027735,1,0.24549455539916387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887073447276781,46.68629871521144]}"
1_2_1_00000000000000000056_0,0.2059,0.0906,0.0264,0.0664,0.0266,0.4755,-0.395656,0.894045,1,0.3681761217791758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.885815805879013,46.6852207368705]}"
1_2_1_00000000000000000058_0,0.1806,0.0748,0.0252,0.0534,0.0276,0.4489,-0.4262113,0.88415533,1,0.2794337277210174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883659849197127,46.69105978621728]}"
1_2_1_00000000000000000059_0,0.2096,0.1057,0.0312,0.0624,0.0319,0.4068,-0.31992212,0.8545703,1,0.14556581495076482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.875664843168463,46.685669894512564]}"
1_2_1_0000000000000000005a_0,0.1873,0.0862,0.029,0.0676,0.0298,0.4316,-0.3947326,0.8708279,1,0.15580422674743266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.877281810679878,46.68513090534209]}"
1_2_1_0000000000000000005b_0,0.2122,0.0965,0.0319,0.0711,0.035,0.4397,-0.34897992,0.85253847,1,0.4947488796012548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880515745702708,46.68441225311479]}"
1_2_1_0000000000000000005d_0,0.2134,0.1044,0.0271,0.067,0.0331,0.4462,-0.3529412,0.8618819,1,0.21955461999496784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883749680725538,46.685400399927325]}"
1_2_1_00000000000000000060_0,0.2136,0.0997,0.0319,0.0717,0.0311,0.4904,-0.39318183,0.88072866,1,0.6030030641034508,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884109006839187,46.68441225311479]}"
1_2_1_00000000000000000061_0,0.2087,0.0984,0.0314,0.0741,0.0379,0.4109,-0.32633957,0.8311052,1,0.6886998733719537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880425914174296,46.68360376935909]}"
1_2_1_00000000000000000062_0,0.2164,0.1027,0.0324,0.0743,0.031,0.3993,-0.29706028,0.8559145,1,0.11364548549230191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.883929343782363,46.682795285603376]}"
1_2_1_00000000000000000063_0,0.2153,0.1046,0.033,0.0694,0.0327,0.4151,-0.31694165,0.85395265,1,0.5223582617144041,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.876563158452583,46.68692753591033]}"
1_2_1_00000000000000000064_0,0.2642,0.1277,0.0304,0.0649,0.0402,0.4344,-0.24363011,0.8305942,1,0.2782963811285015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873419054958164,46.68441225311479]}"
1_2_1_00000000000000000065_0,0.2555,0.1252,0.0303,0.0653,0.0386,0.4568,-0.28260568,0.84416634,1,0.6608658056248233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872071582031984,46.68423259005797]}"
1_2_1_00000000000000000066_0,0.2356,0.1514,0.0325,0.0663,0.0361,0.4147,-0.27541137,0.8398403,1,0.48353854604858226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870903772162629,46.68441225311479]}"
1_2_1_00000000000000000067_0,0.1749,0.0997,0.043,0.0589,0.05,0.2433,-0.16355813,0.6590522,1,0.09050963042539562,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869915625350098,46.68513090534209]}"
1_2_1_00000000000000000068_0,0.2273,0.1205,0.0296,0.0717,0.0274,0.5117,-0.38484436,0.8983491,1,0.4758115295823867,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869017310065979,46.68764618813763]}"
1_2_1_00000000000000000069_0,0.2172,0.1122,0.0324,0.07,0.0354,0.4356,-0.33455884,0.84968156,1,0.1583682246050262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866502027270443,46.6874665250808]}"
1_2_1_0000000000000000006a_0,0.2217,0.1262,0.0462,0.0863,0.0487,0.3964,-0.28264037,0.78117275,1,0.28563361034059875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86308842919079,46.6874665250808]}"
1_2_1_0000000000000000006b_0,0.2036,0.116,0.0355,0.0634,0.0419,0.3815,-0.3040506,0.8020784,1,0.21279770239753015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864795228230617,46.68773601966603]}"
1_2_1_0000000000000000006c_0,0.1799,0.0962,0.0274,0.043,0.0311,0.3891,-0.36766255,0.85197526,1,0.6686840485587281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858686684298604,46.68737669355239]}"
1_2_1_0000000000000000006d_0,0.142,0.0774,0.0211,0.0357,0.0257,0.1773,-0.11055434,0.74679804,1,0.0906222711155561,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859315504997488,46.68773601966603]}"
1_2_1_00000000000000000071_0,0.248,0.1283,0.036,0.0698,0.0511,0.342,-0.15932205,0.74001527,1,0.6531866746153993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859135841940663,46.68549023145574]}"
1_2_1_00000000000000000072_0,0.2394,0.1315,0.0399,0.0743,0.0531,0.3378,-0.17047817,0.7283192,1,0.5769778033624993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.85805786359972,46.685400399927325]}"
1_2_1_00000000000000000073_0,0.2647,0.1962,0.0931,0.1218,0.151,0.3325,-0.11352983,0.37538782,1,0.23721882510657444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855632412332597,46.680908823506726]}"
1_2_1_00000000000000000074_0,0.19695,0.11685,0.03245,0.0672,0.0408,0.39825,-0.33820567,0.8141442,1,0.26224518969077326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8532069610654744,46.68045966586467]}"
1_2_1_00000000000000000075_0,0.1936,0.0819,0.0164,0.0359,0.0177,0.4768,-0.42243436,0.92841256,1,0.6219243649399865,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851500162025648,46.675339268745184]}"
1_2_1_00000000000000000076_0,0.1734,0.0832,0.0236,0.049,0.0265,0.3646,-0.35539034,0.8644848,1,0.5938849828149536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.857429042900836,46.67794438306913]}"
1_2_1_00000000000000000077_0,0.1879,0.1249,0.02175,0.0406,0.0297,0.26645,-0.1728843,0.79942596,1,0.48133436039681765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854644265520066,46.683513937830675]}"
1_2_1_00000000000000000078_0,0.1854,0.14035,0.02895,0.05205,0.0398,0.2687,-0.18343979,0.74197733,1,0.5346311260943133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854015444821182,46.682795285603376]}"
1_2_1_0000000000000000007c_0,0.1206,0.0576,0.0147,0.0253,0.0162,0.174,-0.18126272,0.82965297,1,0.29529429513493444,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855183254690537,46.67713589931343]}"
1_2_1_0000000000000000007d_0,0.2331,0.1262,0.0387,0.0757,0.0449,0.3703,-0.22737819,0.7837187,1,0.5151574042044417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874856359412755,46.68477157922844]}"
1_2_1_0000000000000000007e_0,0.2177,0.1183,0.0385,0.0797,0.0374,0.4928,-0.3871921,0.8589212,1,0.2921456305956569,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8747665278843435,46.683513937830675]}"
1_2_1_0000000000000000007f_0,0.224,0.1277,0.0387,0.0758,0.0445,0.4196,-0.30391547,0.808231,1,0.6708187118484015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.882581870856183,46.6829749486602]}"
1_2_1_00000000000000000080_0,0.2357,0.1412,0.0324,0.0716,0.0462,0.3569,-0.20452246,0.7707765,1,0.1688487258434621,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8889599093734315,46.686837704381915]}"
1_2_1_00000000000000000081_0,0.1016,0.0495,0.0186,0.0367,0.0227,0.218,-0.36420524,0.8113835,1,0.6147002502521457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866861353384092,46.70273788491083]}"
1_2_1_00000000000000000082_0,0.2125,0.0976,0.0281,0.0705,0.0317,0.4673,-0.37481612,0.8729459,1,0.2116678772812094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872610571202457,46.69384456359805]}"
1_2_1_00000000000000000083_0,0.2343,0.1242,0.0321,0.0712,0.0307,0.4972,-0.3593985,0.8836901,1,0.07570774956172033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886893784219957,46.689442818705864]}"
1_2_1_00000000000000000084_0,0.2288,0.126,0.0473,0.0875,0.0606,0.4343,-0.309908,0.75510204,1,0.29093402390074585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.886354795049485,46.691149617745694]}"
1_2_1_00000000000000000086_0,0.2127,0.1674,0.0408,0.0685,0.058,0.2608,-0.10158397,0.6361355,1,0.17086063537865037,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891834518282614,46.69052079704681]}"
1_2_1_00000000000000000087_0,0.2088,0.0935,0.0203,0.0448,0.0223,0.464,-0.37931034,0.90828705,1,0.3657830916445509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859764662639547,46.67911219293849]}"
1_2_1_00000000000000000088_0,0.2676,0.1941,0.0406,0.0585,0.0537,0.2765,-0.016357264,0.6747426,1,0.6573542345544485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.863268092247614,46.68315461171703]}"
1_2_1_00000000000000000089_0,0.2558,0.1714,0.0281,0.0501,0.0399,0.3198,-0.11118829,0.7781485,1,0.49247860361260487,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860034157224783,46.683963095472734]}"
1_2_1_0000000000000000008a_0,0.2109,0.1228,0.0286,0.0525,0.0354,0.3808,-0.2871388,0.8298895,1,0.6325344586707168,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862369776963494,46.682795285603376]}"
1_2_1_0000000000000000008c_0,0.2236,0.1262,0.0379,0.0728,0.0527,0.3452,-0.21378341,0.7351093,1,0.3471864762170397,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870813940634218,46.688724166478565]}"
1_2_1_0000000000000000008d_0,0.1639,0.1018,0.0267,0.0629,0.0294,0.394,-0.4124395,0.8611242,1,0.3552437033708823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867310511026151,46.689981807876336]}"
1_2_1_0000000000000000008f_0,0.1585,0.0755,0.0208,0.0413,0.0242,0.3098,-0.3230835,0.85508984,1,0.6724567960210341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862100282378258,46.69788698237659]}"
1_2_1_00000000000000000090_0,0.2003,0.0862,0.0196,0.0453,0.0189,0.4868,-0.41696987,0.92525214,1,0.020192450208206147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8625494400203175,46.69609035180835]}"
1_2_1_00000000000000000092_0,0.2005,0.1331,0.0394,0.0709,0.0524,0.3175,-0.22586873,0.71668017,1,0.6434261725661269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.884468332952834,46.688544503421745]}"
1_2_1_00000000000000000093_0,0.2556,0.2033,0.0367,0.0601,0.0477,0.2868,-0.057522107,0.7147982,1,0.10149223153960862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.85805786359972,46.6829749486602]}"
1_2_1_00000000000000000094_0,0.2475,0.1566,0.0441,0.067,0.0662,0.2578,-0.02038395,0.591358,1,0.20579044492074228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.858866347355428,46.68189697031926]}"
1_2_1_00000000000000000095_0,0.2179,0.1229,0.0405,0.0721,0.048,0.3746,-0.26447257,0.77283484,1,0.5475763503281125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8889599093734315,46.682795285603376]}"
1_2_2_0000000000000000008f_0,0.1355,0.0603,0.0137,0.031,0.0155,0.2964,-0.37253997,0.9006092,1,0.6431863469962998,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865513880457912,46.69986327600165]}"
1_2_2_00000000000000000071_0,0.1714,0.0719,0.0154,0.0376,0.015,0.4287,-0.42876187,0.93238676,1,0.405998209387218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866681690327267,46.69887512918912]}"
1_2_2_00000000000000000068_0,0.1749,0.0742,0.016,0.0382,0.0185,0.3936,-0.38469657,0.910216,1,0.11256546955536173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86497489128744,46.69249709067187]}"
1_2_2_0000000000000000006e_0,0.1705,0.0726,0.0165,0.0372,0.0185,0.4096,-0.41217032,0.9135716,1,0.6725562170929825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860752809452078,46.69707849862088]}"
1_2_2_00000000000000000058_0,0.1908,0.0832,0.0168,0.0357,0.0194,0.4069,-0.36155263,0.9089843,1,0.13917093994713214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854284939406418,46.67740539389866]}"
1_2_2_0000000000000000006f_0,0.1459,0.0649,0.0169,0.0361,0.0193,0.3458,-0.40654874,0.89427555,1,0.43862591601239387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8625494400203175,46.699503949888005]}"
1_2_2_0000000000000000008e_0,0.1859,0.0844,0.0164,0.0384,0.0178,0.3417,-0.29529944,0.90097356,1,0.34569565569947813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.863986744474909,46.69842597154706]}"
1_2_2_0000000000000000008d_0,0.1595,0.069,0.0172,0.0441,0.0194,0.3584,-0.38405097,0.8973001,1,0.5020546810970348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8654240489295,46.698066645433414]}"
1_2_2_00000000000000000072_0,0.199,0.0868,0.0176,0.0445,0.0194,0.4948,-0.42634764,0.92454296,1,0.6982306119893226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8625494400203175,46.696359846393584]}"
1_2_2_00000000000000000074_0,0.1897,0.0976,0.0179,0.0433,0.0202,0.4707,-0.42549968,0.9177022,1,0.6269642637602314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872341076617221,46.69537169958105]}"
1_2_2_0000000000000000006b_0,0.1871,0.0773,0.0166,0.0384,0.016,0.4874,-0.44521868,0.93643224,1,0.17215984801064121,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868478320895506,46.700222602115296]}"
1_2_2_00000000000000000066_0,0.1776,0.0797,0.0182,0.041,0.0181,0.4448,-0.4293059,0.92179734,1,0.17940785097524914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86452573364538,46.695641194166285]}"
1_2_2_0000000000000000006a_0,0.1812,0.0767,0.0181,0.0467,0.0202,0.4923,-0.46191537,0.9211707,1,0.613196807493009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8654240489295,46.69510220499582]}"
1_2_2_0000000000000000006d_0,0.1792,0.0767,0.0191,0.0482,0.0196,0.4371,-0.41846505,0.91416687,1,0.6573117494774708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866502027270443,46.70076159128577]}"
1_2_2_0000000000000000006c_0,0.1276,0.0574,0.0202,0.0435,0.0208,0.3161,-0.4248366,0.8765212,1,0.05044039950955104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864256239060145,46.701120917399415]}"
1_2_2_00000000000000000064_0,0.1275,0.0598,0.0187,0.043,0.0223,0.3532,-0.4695236,0.88122505,1,0.4581656088226257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.881683555572064,46.688275008836506]}"
1_2_2_0000000000000000008c_0,0.1738,0.0756,0.0181,0.0458,0.0192,0.4152,-0.40984717,0.9116022,1,0.6338380419632731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.87000545687851,46.69465304735375]}"
1_2_2_00000000000000000057_0,0.2416,0.1032,0.0214,0.0465,0.0209,0.5736,-0.407262,0.9296888,1,0.30405365433068066,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851949319667708,46.67569859485884]}"
1_2_2_00000000000000000054_0,0.2316,0.1025,0.0228,0.0494,0.0239,0.6084,-0.4485714,0.92440295,1,0.6296410629817374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8554527492757735,46.67785455154072]}"
1_2_2_00000000000000000056_0,0.2085,0.0916,0.0225,0.0513,0.0228,0.4633,-0.37927955,0.9061921,1,0.3046270357795796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.850781509798352,46.67596808944407]}"
1_2_2_00000000000000000055_0,0.2112,0.0989,0.0224,0.0539,0.0237,0.5536,-0.44769874,0.91789365,1,0.16947706453681022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.852308645781355,46.67605792097248]}"
1_2_2_00000000000000000053_0,0.1811,0.0805,0.0245,0.0473,0.0243,0.4119,-0.38920745,0.88858324,1,0.6459517201861837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.859135841940663,46.6792020244669]}"
1_2_2_0000000000000000005b_0,0.163,0.0663,0.0228,0.0495,0.0244,0.4908,-0.50137657,0.9052795,1,0.2882882143640384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88383951225395,46.6919581015014]}"
1_2_2_00000000000000000093_0,0.1869,0.0848,0.0271,0.0508,0.0293,0.3902,-0.35227862,0.8603099,1,0.0031076010799159226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880785240287944,46.690430965518395]}"
1_2_2_00000000000000000082_0,0.175,0.1059,0.0264,0.0672,0.0331,0.4232,-0.41491142,0.85492,1,0.13679766988616737,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869915625350098,46.684951242285265]}"
1_2_2_00000000000000000084_0,0.2294,0.1138,0.0272,0.0596,0.0351,0.4288,-0.30294743,0.8486743,1,0.1137114396560539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865334217401088,46.6836936008875]}"
1_2_2_0000000000000000004b_0,0.2151,0.1022,0.0273,0.067,0.03,0.4939,-0.3932299,0.8854743,1,0.48934315846871534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88060557723112,46.68719703049556]}"
1_2_2_0000000000000000004e_0,0.1919,0.0871,0.0292,0.067,0.0288,0.4415,-0.3940638,0.877525,1,0.4053553765114807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8776411367935255,46.68549023145574]}"
1_2_2_0000000000000000004c_0,0.2118,0.0915,0.0265,0.0697,0.0257,0.5095,-0.41272706,0.9039611,1,0.2975956514091217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8856361428221895,46.68602922062621]}"
1_2_2_00000000000000000062_0,0.1328,0.0606,0.0314,0.0702,0.0359,0.3737,-0.475617,0.82470703,1,0.6265861493533813,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88842092020296,46.69105978621728]}"
1_2_2_00000000000000000065_0,0.2058,0.0974,0.0282,0.0662,0.0296,0.482,-0.40157023,0.8842846,1,0.4302753877329133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872700402730868,46.6934852374844]}"
1_2_2_00000000000000000090_0,0.2177,0.0971,0.03,0.066,0.03,0.483,-0.37862137,0.88304096,1,0.5109213743761505,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872251245088808,46.694024226654875]}"
1_2_2_00000000000000000087_0,0.1949,0.1304,0.0305,0.0565,0.0454,0.2886,-0.19379522,0.7281437,1,0.44390913695499523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.877281810679878,46.69070046010363]}"
1_2_2_0000000000000000008a_0,0.1843,0.0879,0.0305,0.0689,0.0293,0.4331,-0.4029802,0.8732699,1,0.3353571339209468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8771919791514655,46.68468174770003]}"
1_2_2_0000000000000000007c_0,0.2177,0.1183,0.0345,0.0753,0.0385,0.4752,-0.3716265,0.8501071,1,0.1797693894115745,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8747665278843435,46.68360376935909]}"
1_2_2_0000000000000000008b_0,0.2106,0.1025,0.0347,0.07,0.0388,0.4288,-0.3412574,0.8340462,1,0.23276933052614135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880785240287944,46.68342410630226]}"
1_2_2_0000000000000000004d_0,0.2079,0.0964,0.0324,0.0695,0.0354,0.4408,-0.35902575,0.851323,1,0.5851735014403996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880875071816356,46.68423259005797]}"
1_2_2_0000000000000000005a_0,0.2038,0.1012,0.0321,0.0648,0.0328,0.4498,-0.37637702,0.86406964,1,0.5522886396576339,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870903772162629,46.68800551425127]}"
1_2_2_0000000000000000007b_0,0.2137,0.1183,0.0353,0.0748,0.0398,0.4315,-0.33756974,0.8311055,1,0.6682689341480931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887792099504076,46.683963095472734]}"
1_2_2_00000000000000000094_0,0.2357,0.1412,0.0324,0.0709,0.0468,0.4008,-0.25938725,0.79088473,1,0.06917155021658872,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.889139572430255,46.686837704381915]}"
1_2_2_00000000000000000050_0,0.227,0.1133,0.0325,0.0709,0.0384,0.4165,-0.2944833,0.8311717,1,0.4762539685503083,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861830787793022,46.68656820979668]}"
1_2_2_00000000000000000051_0,0.2146,0.1124,0.0319,0.0753,0.0314,0.4821,-0.38395295,0.87770206,1,2.386904325027972E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866861353384092,46.687556356609214]}"
1_2_2_0000000000000000007d_0,0.2109,0.1144,0.034,0.0807,0.0415,0.4605,-0.37176052,0.83466136,1,0.16946471647030525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868478320895506,46.68656820979668]}"
1_2_2_00000000000000000078_0,0.2385,0.1425,0.0448,0.0768,0.0655,0.3442,-0.18139693,0.68025386,1,0.023690665066505967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.882761533913007,46.684502084643206]}"
1_2_2_0000000000000000004f_0,0.2304,0.1177,0.0349,0.0708,0.0367,0.4709,-0.34293455,0.85539794,1,0.5903175354302532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872880065787692,46.68890382953539]}"
1_2_2_0000000000000000007f_0,0.2592,0.1632,0.0354,0.0749,0.0441,0.4826,-0.30115932,0.83254224,1,0.2752790735438734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8736885495434,46.68701736743874]}"
1_2_2_00000000000000000088_0,0.2235,0.1232,0.0369,0.0757,0.0387,0.4088,-0.2930571,0.8270391,1,0.4172848533244756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.870903772162629,46.689442818705864]}"
1_2_2_00000000000000000063_0,0.2002,0.153,0.0405,0.0742,0.0425,0.438,-0.37261045,0.8231009,1,0.2717870797504842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.88752260491884,46.68252579101814]}"
1_2_2_00000000000000000079_0,0.2036,0.1274,0.0487,0.0807,0.0667,0.3265,-0.23184304,0.66073245,1,0.3170846669503532,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.888331088674548,46.682795285603376]}"
1_2_2_00000000000000000083_0,0.2087,0.1448,0.0535,0.0893,0.057,0.4395,-0.35606295,0.7703928,1,0.25904411429336927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.866052869628384,46.68405292700115]}"
1_2_2_0000000000000000007e_0,0.2238,0.1435,0.0536,0.0908,0.0479,0.4177,-0.3022603,0.794244,1,0.32198610957425655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.868747815480742,46.68575972604097]}"
1_2_2_00000000000000000095_0,0.258,0.1525,0.053,0.1076,0.0563,0.4169,-0.23544233,0.7620457,1,0.28929992656767667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.891565023697378,46.68234612796132]}"
2_1_1_00000000000000000000_0,0.2525,0.2382,0.0401,0.0462,0.0662,0.1107,0.3904185,0.25155452,0,0.5935387082602832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.855991738446245,46.68468174770003]}"
2_1_1_00000000000000000006_0,0.17,0.1475,0.0778,0.0924,0.0999,0.1321,0.12545516,0.13879311,0,0.6006378921720429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872880065787692,46.691149617745694]}"
2_1_1_00000000000000000009_0,0.2942,0.2268,0.0886,0.0994,0.116,0.1652,0.28080106,0.17496444,0,0.18095350629274798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.873419054958164,46.6919581015014]}"
2_1_1_0000000000000000000b_0,0.015,0.0111,0.0217,0.0218,0.0067,0.0133,0.06007067,0.33,0,0.0017070701928296739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8894090670154915,46.6912394492741]}"
2_1_1_0000000000000000000c_0,0.2068,0.1682,0.07,0.0799,0.0838,0.1042,0.32990354,0.10851061,0,0.09560877608576557,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.889319235487079,46.68980214481951]}"
2_1_1_0000000000000000000d_0,0.1684,0.1307,0.074,0.0842,0.084,0.0959,0.27430952,0.066147864,0,0.11797896974084765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.888151425617724,46.689442818705864]}"
