system:index,B11,B12,B2,B3,B4,B8,NDBI,NDVI,class,random,.geo
2_2_1_00000000000000000087_0,0.2064,0.1324,0.0314,0.0549,0.0403,0.3288,-0.22869952,0.781631,1,0.8802133226413128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.869915625350098,46.68656820979668]}"
2_2_1_0000000000000000008b_0,0.192,0.1287,0.0335,0.0602,0.0436,0.303,-0.22424242,0.74841315,1,0.9315912754507429,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867849500196623,46.685400399927325]}"
2_2_1_0000000000000000008c_0,0.2324,0.1374,0.0371,0.0691,0.0482,0.3986,-0.26339146,0.7842435,1,0.9999045786777165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.863537586832849,46.68602922062621]}"
2_2_1_0000000000000000008d_0,0.1828,0.1004,0.0209,0.0394,0.0259,0.2611,-0.17639108,0.8195122,1,0.78546223287997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862369776963494,46.683064780188616]}"
2_2_1_00000000000000000092_0,0.1341,0.0705,0.0398,0.0505,0.0307,0.1602,-0.088685,0.67836565,1,0.9211720153283822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874946190941167,46.692766585257104]}"
2_2_1_00000000000000000095_0,0.1627,0.0805,0.0271,0.0462,0.0294,0.4352,-0.45576185,0.8734395,1,0.9291351269732837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8819530501573,46.683064780188616]}"
2_2_2_0000000000000000004c_0,0.1228,0.0505,0.0156,0.0282,0.0149,0.3199,-0.4452225,0.91099167,1,0.813614523180431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862459608491906,46.699503949888005]}"
2_2_2_0000000000000000004d_0,0.09405,0.0434,0.0175,0.03,0.0168,0.21965,-0.40038255,0.85789806,1,0.8991273435443279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.867130847969327,46.70264805338242]}"
2_2_2_00000000000000000052_0,0.1881,0.0798,0.017,0.033,0.0169,0.4276,-0.38898814,0.9239595,1,0.7538575738388391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872341076617221,46.695641194166285]}"
2_2_2_00000000000000000054_0,0.1915,0.0866,0.0195,0.046,0.0196,0.4608,-0.41284686,0.9184013,1,0.709606728602733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.865513880457912,46.693305574427576]}"
2_2_2_00000000000000000055_0,0.195,0.0823,0.0202,0.0418,0.0191,0.4778,-0.42033297,0.92312336,1,0.9499699567220159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.864076576003321,46.695461531109466]}"
2_2_2_00000000000000000058_0,0.2236,0.1096,0.0318,0.072,0.0363,0.3816,-0.2610707,0.8262742,1,0.9491753111391388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.87323939190134,46.68836484036492]}"
2_2_2_0000000000000000005b_0,0.2332,0.1335,0.0434,0.0834,0.0542,0.4028,-0.26666665,0.7628009,1,0.916649873133482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.880515745702708,46.68602922062621]}"
2_2_2_00000000000000000062_0,0.1561,0.0653,0.0241,0.043,0.025,0.4716,-0.5026286,0.89931536,1,0.8612478560092581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.887792099504076,46.68629871521144]}"
2_2_2_00000000000000000064_0,0.1826,0.0934,0.023,0.0518,0.0251,0.3232,-0.27797544,0.8558714,1,0.8205645016152171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8922836759246735,46.69177843844457]}"
2_2_2_00000000000000000068_0,0.2195,0.1119,0.0302,0.0653,0.0296,0.4764,-0.3691622,0.88300395,1,0.8026456368877278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.861651124736198,46.6874665250808]}"
2_2_2_0000000000000000006a_0,0.2313,0.1027,0.0309,0.0636,0.0275,0.5283,-0.39099526,0.90104353,1,0.8060485164255092,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.862010450849846,46.68656820979668]}"
2_2_2_00000000000000000074_0,0.182,0.0766,0.0195,0.0353,0.0185,0.4523,-0.42613906,0.9214104,1,0.8301524479840608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.854554433991654,46.67731556237025]}"
2_2_2_00000000000000000075_0,0.2058,0.087,0.0236,0.0401,0.0226,0.3865,-0.3050819,0.88951355,1,0.7797530793121317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8559019069178335,46.67776472001231]}"
2_2_2_00000000000000000076_0,0.1977,0.0947,0.0288,0.0493,0.0282,0.508,-0.43970528,0.8948154,1,0.7783118071946244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.8596748311111355,46.68072916044991]}"
2_2_2_0000000000000000007b_0,0.2121,0.0951,0.0312,0.0478,0.0268,0.4999,-0.4042135,0.8982343,1,0.9509033291938185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.851320498968824,46.67668674167137]}"
2_2_2_00000000000000000082_0,0.2016,0.1073,0.0322,0.0637,0.0352,0.4139,-0.3449228,0.84324205,1,0.8708234852578293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.860842640980491,46.68486141075685]}"
2_2_2_00000000000000000085_0,0.2048,0.0974,0.0278,0.0644,0.0269,0.484,-0.40534264,0.89469564,1,0.8519917375230588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.878898778191293,46.683513937830675]}"
2_2_2_00000000000000000087_0,0.2099,0.1043,0.032,0.07,0.031,0.474,-0.38616756,0.8772277,1,0.8426583283782796,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.874676696355931,46.685400399927325]}"
2_2_2_00000000000000000088_0,0.158,0.0727,0.0245,0.044,0.0268,0.4408,-0.47227788,0.8853721,1,0.9135781199826726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.882042881685711,46.68288511713179]}"
2_2_2_0000000000000000008a_0,0.15,0.0842,0.0262,0.0494,0.0311,0.384,-0.43820223,0.8501566,1,0.7993692842605341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.889768393129139,46.6874665250808]}"
2_2_2_0000000000000000008f_0,0.2016,0.1017,0.0318,0.0701,0.0332,0.4651,-0.39523023,0.86674696,1,0.9313217183994522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.879258104304941,46.68531056839891]}"
2_2_2_00000000000000000090_0,0.1731,0.0934,0.0235,0.0431,0.0241,0.3993,-0.39517823,0.88615966,1,0.8733200175867131,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.878269957492409,46.690880123160454]}"
2_2_2_00000000000000000091_0,0.1889,0.1277,0.0278,0.0477,0.0321,0.442,-0.40117294,0.8645855,1,0.9191554444456845,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.885725974350602,46.69177843844457]}"
2_2_2_00000000000000000093_0,0.0801,0.0457,0.0323,0.0452,0.028,0.2729,-0.5461756,0.81389165,1,0.853898660480489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.872610571202457,46.69240725914346]}"
2_2_2_00000000000000000095_0,0.2215,0.1249,0.0316,0.078,0.034,0.4416,-0.3319258,0.8570227,1,0.735967517678265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.86865798395233,46.686658041325096]}"
